1585864800-1586123999:6.1484364159923,18.687621224586763,37.207239950258014,0.0,0.0,0.0,0.0,0.0
1585951200-1586210399:4.461107704573259,10.880715418119689,30.902582910264144,0.0,0.0,0.0,0.0,0.0
1586037600-1586296799:5.839595934477891,11.037317235303538,34.71085533721638,0.0,0.0,0.0,0.0,0.0
1586124000-1586383199:7.5269246458969326,12.771369483466504,31.934814030819844,0.0,0.0,0.0,0.0,0.0
1586210400-1586469599:23.57773993134461,32.63729340896917,22.314887509446752,0.0,0.0,0.0,0.0,0.0
1586296800-1586555999:55.2030161501213,76.22222625657558,27.120991479704387,0.0,0.0,0.0,0.0,0.0
1586383200-1586642399:77.35628551237224,101.986485041618,34.36233708847586,0.0,0.0,0.0,0.0,0.0
1586469600-1586728799:118.00624502125602,129.7280015193699,45.61435925521974,0.0,0.0,0.0,0.0,0.0
1586556000-1586815199:136.76476210026098,143.82849960177307,44.99284476685278,0.0,0.0,0.0,0.0,0.0
1586642400-1586901599:165.84857744723763,174.32603326272005,54.36970416493173,0.0,0.0,0.0,0.0,0.0
1586728800-1586987999:120.39461500631342,133.21602363993264,54.10370356155757,0.0,0.0,0.0,0.0,0.0
1586815200-1587074399:90.10160759147304,111.2902308557012,48.38847148258008,0.0,0.0,0.0,0.0,0.0
1586901600-1587160799:61.86861150335487,88.01785447375794,36.21693810610786,0.0,0.0,0.0,0.0,0.0
1586988000-1587247199:63.3448381427005,95.50207834165907,29.07374914216152,0.0,0.0,0.0,0.0,0.0
1587074400-1587333599:74.22849283178805,96.38885201829417,35.07329178026291,0.0,0.0,0.0,0.0,0.0
1587160800-1587419999:58.13132719599003,105.51253396892604,36.09156508513133,0.0,0.0,0.0,0.0,0.0
1587247200-1587506399:50.086947445557755,115.67100481013436,36.31272276699943,0.0,0.0,0.0,0.0,0.0
1587333600-1587592799:83.04261635118704,138.80898262473008,36.96341445930181,0.0,0.0,0.0,0.0,0.0
1587420000-1587679199:252.95948871308784,285.70829020377903,68.92622782292145,0.0,0.0,0.0,0.0,0.0
1587506400-1587765599:368.0766265748509,393.3490734969257,97.65533117481397,0.0,0.0,0.0,0.0,0.0
1587592800-1587851999:380.9392033332832,393.47298916035555,98.15937403738849,0.0,0.0,0.0,0.0,0.0
1587679200-1587938399:251.3365949750071,269.23985678764143,73.56915865906284,0.0,0.0,0.0,0.0,0.0
1587765600-1588024799:181.28242299595163,191.6595757905414,58.149478302725186,0.0,0.0,0.0,0.0,0.0
1587852000-1588111199:157.15751798581664,190.5903096749258,58.07836603487042,0.0,0.0,0.0,0.0,0.0
1587938400-1588197599:135.1600469258458,166.42124772600712,56.86392867579198,0.0,0.0,0.0,0.0,0.0
1588024800-1588283999:97.58356911507408,139.2293719106316,40.77914449003335,0.0,0.0,0.0,0.0,0.0
1588111200-1588370399:93.06994910671888,121.77478276980814,45.35514298919405,0.0,0.0,0.0,0.0,0.0
1588197600-1588456799:89.25983452975979,123.63179735969032,40.04465484605627,0.0,0.0,0.0,0.0,0.0
1588284000-1588543199:100.94225329021597,109.0742034830038,41.72556307492648,0.0,0.0,0.0,0.0,0.0
1588370400-1588629599:209.17327858606907,226.66240482952614,54.67787794411492,0.0,0.0,0.0,0.0,0.0
