1585519200-1586123999:42.564158476848476,118.8194479921129,2865.6506150482296,2265.5380123498185,2649.232757194137,1949.771409756301,1433.5767850162626,7958.122124726133
1586124000-1586728799:85.10482248748518,124.41849321632527,1221.068587088,585.7708763838463,815.4927281035951,379.0540605362517,240.95143731674202,1589.908826008843
1586728800-1587333599:100.89623378045724,183.78942237584602,290.0511734312255,274.5739507093471,410.5210734182543,212.93607701058735,133.70476431711288,707.8876278259326
1587333600-1587938399:418.127282952065,479.3471569338912,444.21364852997084,1025.8072459293721,1062.564665985213,1135.1511914460038,751.8687108178277,1761.4491109090802
1587938400-1588543199:158.89780956351535,244.19918934043037,232.72313125459706,376.871432279981,436.6168385963204,416.4104714374879,273.79862754737934,1101.2858875461775
1588543200-1589147999:233.95626496150487,291.7350896847172,163.13978012312748,298.56118469306693,371.14652260544386,496.6853176159875,226.80773637809432,1536.32867297008
1589148000-1589752799:408.67497720883335,490.87050568554633,247.69099707505936,580.791828410821,988.9350920680126,1169.5998536347925,750.566099773936,4174.146144285766
1589752800-1590357599:593.3814571687631,2242.7948238206277,3089.398447791361,5405.727064815208,3876.596099231618,1084.4847569797241,596.7626603139712,2959.8694467446967
1590357600-1590962399:417.4827432300116,1130.2158846640416,1783.3050042792322,3198.2301485889816,2301.9737691443415,852.2986951998017,302.94005633711686,2997.1383850022376
1590962400-1591567199:148.00196341962246,282.2878249867349,256.8015267229295,505.5155626162329,378.3783446960649,306.161910053666,142.48605055246557,1343.21145222511
1591567200-1592171999:62.593796610307436,177.46806726189052,96.41859994048008,79.27889048195327,225.91635727146513,184.88499016592124,116.61191227930154,1435.6342301971886
1592172000-1592776799:57.642234536086974,134.58312075876725,78.67217432908575,62.14102630132899,147.2082863908003,177.81368396339934,107.91499496221006,1435.6342301971886
1592776800-1593381599:31.276304824562338,84.37685124974189,52.31887146352231,30.716561602546903,89.83564518700884,132.39321900913154,99.91064984392146,615.2775430400319
