1585519200-1586123999:0.0,0.0,3251.150542760577,2842.054532662588,3288.654769824173,2986.7386051300673,2199.434925186122,12500.212183847581
1586124000-1586728799:0.0,0.0,1380.8647888294734,738.9716091924589,960.7651008013415,568.7169939760978,396.7493468187458,2250.248841212945
1586728800-1587333599:0.0,0.0,241.01678855892146,310.31919958261676,474.69953510792453,270.22078357056364,169.7493610063509,1389.028084036653
1587333600-1587938399:0.0,0.0,345.98874760363526,1163.6962652148313,1255.0363637877015,1404.5767875432412,1113.8639999507404,3916.974625562524
1587938400-1588543199:0.0,0.0,161.95858048777123,419.02984720974865,529.4218299543231,687.0198696951352,417.0222123065932,2265.078762727548
1588543200-1589147999:0.0,0.0,100.50505685599194,341.95074827914027,432.3610686845833,649.6438909126402,389.4322355372073,1957.4698604392956
1589148000-1589752799:0.0,0.0,156.09114829271,710.036859189003,1135.2086256199045,1605.716784371744,1266.4008862456005,5773.957514549785
1589752800-1590357599:0.0,0.0,1432.5680470184934,6036.181369080744,4368.06955436315,1392.2570040583248,817.7916687624682,4189.657002760447
1590357600-1590962399:0.0,0.0,1018.1361152233727,3782.6239314429727,2686.5992429291678,1175.5261677281947,635.9776183666252,3145.8379262534763
1590962400-1591567199:0.0,0.0,155.75000378261134,598.5198085397653,441.89898859665664,395.97575885093994,216.61439266995376,1491.9109934763483
1591567200-1592171999:0.0,0.0,31.45946758636705,88.32311045642781,246.81055759711,245.71980691730894,191.76910087238565,1527.185385694049
1592172000-1592776799:0.0,0.0,19.751543827373546,71.50781098711012,180.67227214328648,229.28116897577775,137.26068911801204,1584.333771448427
1592776800-1593381599:0.0,0.0,16.78304138903958,43.82347909715273,107.28046804792878,174.83153532308708,157.2184819621341,706.8286985368925
