Dátum;Napi esetszám [fő/nap];Napi tesztszám [db/nap];Tesztpozitivitás [%]
2022-01-09;3664;22084;16,5911972468756
2022-01-10;3382;9234;36,6255144032922
2022-01-11;7883;18299;43,0788567681294
2022-01-12;9216;31548;29,2126283758083
2022-01-13;8921;30337;29,4063354979069
2022-01-14;8488;28766;29,5070569422235
2022-01-15;7427;28766;25,8186748244455
2022-01-16;5304;24657;21,5111327412094
2022-01-17;6851;15988;42,8508881661246
2022-01-18;14890;25815;57,6796436180515
2022-01-19;15526;40505;38,3310702382422
2022-01-20;15957;49275;32,3835616438356
2022-01-21;15971;46488;34,3551023920151
2022-01-22;13975;46488;30,0615212527964
2022-01-23;9982;39848;25,0501907247541
2022-01-24;9717;18027;53,9024796139125
2022-01-25;20174;26378;76,4804003336113
2022-01-26;19213;48810;39,3628354845319
2022-01-27;17869;48756;36,6498482238084
2022-01-28;18019;47119;38,2414737154863
2022-01-29;15766;47119;33,4599630722214
2022-01-30;11262;40387;27,8852105875653
2022-01-31;9422;18191;51,79484360398
2022-02-01;19690;26535;74,2038816657245
2022-02-02;17894;45836;39,0391831747971
2022-02-03;16435;45533;36,0947005468561
2022-02-04;13486;39442;34,1919780944171
2022-02-05;11801;39442;29,9198823589068
2022-02-06;8429;33806;24,9334437673786
2022-02-07;7053;12714;55,4742803209061
2022-02-08;13932;21526;64,7217318591471
2022-02-09;12885;37603;34,2658830412467
2022-02-10;11559;37736;30,6312274750901
2022-02-11;8432;29178;28,8984851600521
2022-02-12;7378;29178;25,2861745150456
2022-02-13;5271;25011;21,0747271200672
2022-02-14;4411;7685;57,3975276512687
2022-02-15;8883;17933;49,5343779624157
2022-02-16;8578;31329;27,3803823933097
2022-02-17;7480;27023;27,6801243385264
2022-02-18;5304;23020;23,0408340573414
2022-02-19;4641;23020;20,1607298001738
2022-02-20;3316;19732;16,8051895398338
2022-02-21;3193;6228;51,2684649967887
2022-02-22;6286;17290;36,3562753036437
2022-02-23;5512;24939;22,1019287060427
2022-02-24;4498;22634;19,872757798003
2022-02-25;3348;17876;18,7290221526069
2022-02-26;2930;17876;16,3906914298501
2022-02-27;2092;15322;13,6535700300222
2022-02-28;2037;4832;42,1564569536424
2022-03-01;3539;10633;33,2831750211605
2022-03-02;3862;18526;20,8463780632624
2022-03-03;3064;17984;17,0373665480427
2022-03-04;2341;14688;15,9381808278867
2022-03-05;2048;14688;13,9433551198257
2022-03-06;1463;12591;11,6194106901755
2022-03-07;1387;3755;36,9374167776298
2022-03-08;2632;9897;26,5939173486915
2022-03-09;2377;14542;16,3457571173154
2022-03-10;2068;14435;14,3262902667129
2022-03-11;0;;
2022-03-12;0;;
2022-03-13;0;;
2022-03-14;0;;
2022-03-15;4902;40526;12,0959384099097
2022-03-16;1503;3731;40,2841061377647
2022-03-17;3322;9670;34,35367114788
2022-03-18;2336;15030;15,542248835662
2022-03-19;2044;15030;13,5994677312043
2022-03-20;1459;12883;11,3250019405418
2022-03-21;1495;3814;39,1976927110645
2022-03-22;2845;9345;30,4440877474585
2022-03-23;2651;8686;30,5203776191573
2022-03-24;2439;12839;18,9968066048758
2022-03-25;2089;11698;17,8577534621303
2022-03-26;1828;11698;15,626602838092
2022-03-27;1306;10026;13,0261320566527
2022-03-28;1730;7738;22,3571982424399
2022-03-29;2906;8788;33,0678197542103
2022-03-30;2654;12622;21,026778640469
2022-03-31;2327;11700;19,8888888888889
2022-04-01;0;;
2022-04-02;0;;
2022-04-03;0;;
2022-04-04;5961;31548;18,8950171167744
2022-04-05;2880;9744;29,5566502463054
2022-04-06;2568;11402;22,5223644974566
2022-04-07;2400;11817;20,3097232800203
2022-04-08;1863;10198;18,2682878995882
2022-04-09;1630;10198;15,9835261816042
2022-04-10;1164;8741;13,3165541700034
2022-04-11;1542;3990;38,6466165413534
2022-04-12;2740;8342;32,8458403260609
2022-04-13;2534;11211;22,6028008206226
2022-04-14;0;;
2022-04-15;0;;
2022-04-16;0;;
2022-04-17;0;;
2022-04-18;4978;30698;16,2160401329077
2022-04-19;1407;3623;38,8352194314104
2022-04-20;3041;6633;45,8465249510026
2022-04-21;2047;9592;21,3407005838199
2022-04-22;1330;7021;18,9431704885344
2022-04-23;1164;7021;16,5788349238
2022-04-24;831;6017;13,8108692039222
2022-04-25;1399;2629;53,2141498668695
2022-04-26;2220;6453;34,4026034402603
2022-04-27;1736;7191;24,1412877207621
2022-04-28;1384;7995;17,3108192620388
2022-04-29;873;5606;15,5726007848734
2022-04-30;764;5606;13,6282554405994
2022-05-01;546;4804;11,3655287260616
2022-05-02;0;;
2022-05-03;0;;
2022-05-04;0;;
2022-05-05;0;;
2022-05-06;0;;
2022-05-07;0;;
2022-05-08;0;;
2022-05-09;0;;
2022-05-10;6748;39094;17,2609607612421
2022-05-11;0;;
2022-05-12;0;;
2022-05-13;0;;
2022-05-14;0;;
2022-05-15;0;;
2022-05-16;0;;
2022-05-17;4749;;
2022-05-18;0;;
2022-05-19;0;;
2022-05-20;0;;
2022-05-21;0;;
2022-05-22;0;;
2022-05-23;0;;
2022-05-24;3080;;
2022-05-25;0;;
2022-05-26;0;;
2022-05-27;0;;
2022-05-28;0;;
2022-05-29;0;;
2022-05-30;0;;
2022-05-31;2063;;
2022-06-01;0;;
2022-06-02;0;;
2022-06-03;0;;
2022-06-04;0;;
2022-06-05;0;;
2022-06-06;0;;
2022-06-07;1646;;
2022-06-08;0;;
