1584748800-1585612800:0.8593,0.000000,1.874908
1584835200-1585699200:0.9362,0.000000,1.846327
1584921600-1585785600:0.8874,0.000000,1.863718
1585008000-1585872000:0.9611,0.000000,1.893489
1585094400-1585958400:0.9936,0.000000,1.889896
1585180800-1586044800:1.0247,0.000000,1.887220
1585267200-1586131200:1.0219,0.000000,1.887033
1585353600-1586217600:1.0004,0.000000,1.895246
1585440000-1586304000:0.9547,0.000000,1.902583
1585526400-1586390400:0.9709,0.000000,1.905095
1585612800-1586476800:0.9746,0.001507,1.905788
1585699200-1586563200:0.9627,0.005920,1.922065
1585785600-1586649600:1.0061,0.009349,1.932524
1585872000-1586736000:0.9200,0.054631,1.952501
1585958400-1586822400:0.8154,0.082225,1.968951
1586044800-1586908800:0.7285,0.101264,1.991553
1586131200-1586995200:0.7482,0.120330,2.007459
1586217600-1587081600:0.7952,0.158078,2.010882
1586304000-1587168000:0.8802,0.249602,2.047151
1586390400-1587254400:0.8477,0.293510,2.062195
1586476800-1587340800:0.8410,0.320860,2.081702
1586563200-1587427200:0.7961,0.314204,2.079370
1586649600-1587513600:0.8196,0.324341,2.087400
1586736000-1587600000:0.8729,0.309730,2.089107
1586822400-1587686400:1.1000,0.315293,2.109342
1586908800-1587772800:1.3385,0.370568,2.091635
1586995200-1587859200:1.3848,0.376357,2.094900
1587081600-1587945600:1.3682,0.379908,2.083611
1587168000-1588032000:1.3024,0.401921,2.082113
1587254400-1588118400:1.3275,0.405575,2.069833
1587340800-1588204800:1.3671,0.406450,2.069131
1587427200-1588291200:1.4095,0.415664,2.064389
1587513600-1588377600:1.4289,0.416631,2.052518
1587600000-1588464000:1.4003,0.415990,2.044741
1587686400-1588550400:1.3207,0.431815,2.015983
1587772800-1588636800:1.0992,0.409575,1.979667
1587859200-1588723200:1.0829,0.412207,1.976936
1587945600-1588809600:1.0889,0.398859,1.967264
1588032000-1588896000:1.1581,0.373991,1.949334
1588118400-1588982400:1.1330,0.369197,1.948773
1588204800-1589068800:1.1009,0.362411,1.952187
1588291200-1589155200:1.0767,0.375457,1.942264
1588377600-1589241600:1.2101,0.424250,1.913710
1588464000-1589328000:1.2929,0.431676,1.906099
1588550400-1589414400:1.3199,0.425483,1.907853
1588636800-1589500800:1.4176,0.416161,1.898228
1588723200-1589587200:1.4594,0.415694,1.888058
1588809600-1589673600:1.4682,0.427562,1.887214
1588896000-1589760000:1.4869,0.437139,1.890132
1588982400-1589846400:1.4610,0.445072,1.895725
1589068800-1589932800:1.4760,0.452810,1.894784
1589155200-1590019200:1.5021,0.465205,1.902548
1589241600-1590105600:1.6792,0.471862,1.929376
1589328000-1590192000:2.6980,0.902541,2.471552
1589414400-1590278400:2.9031,0.961739,2.488537
1589500800-1590364800:2.8525,1.020750,2.481671
1589587200-1590451200:2.6156,1.014848,2.443531
1589673600-1590537600:2.6711,1.013682,2.428990
1589760000-1590624000:2.6816,1.031705,2.424882
1589846400-1590710400:2.7083,1.030883,2.421242
1589932800-1590796800:2.7349,1.030169,2.419320
1590019200-1590883200:2.7472,1.028841,2.416294
1590105600-1590969600:2.7609,1.032576,2.414830
1590192000-1591056000:2.5132,1.034819,2.325440
1590278400-1591142400:2.2692,1.010411,2.277972
1590364800-1591228800:2.1904,0.967433,2.234468
1590451200-1591315200:2.5146,0.983911,2.189671
1590537600-1591401600:2.4408,0.990262,2.176433
1590624000-1591488000:2.3696,0.836944,2.150604
1590710400-1591574400:2.3445,0.850456,2.129130
1590796800-1591660800:2.2508,0.841484,2.108584
1590883200-1591747200:2.2061,0.871273,2.117981
1590969600-1591833600:2.2616,0.855596,2.108844
1591056000-1591920000:2.4191,0.815114,2.101026
1591142400-1592006400:2.7363,0.706432,2.078730
1591228800-1592092800:2.7870,0.597438,2.083904
1591315200-1592179200:2.7888,0.618101,2.054916
1591401600-1592265600:2.7381,0.593223,2.027464
1591488000-1592352000:2.8402,0.595078,2.034797
1591574400-1592438400:2.9465,0.595678,2.037073
1591660800-1592524800:3.2544,0.613375,2.032299
1591747200-1592611200:3.3399,0.565859,2.037474
1591833600-1592697600:3.5081,0.575506,2.034472
1591920000-1592784000:3.6346,0.539751,2.021610
1592006400-1592870400:3.3885,0.551254,2.015076
1592092800-1592956800:3.4081,0.561838,2.011882
1592179200-1593043200:3.5284,0.516378,2.024167
1592265600-1593129600:3.6359,0.530927,2.019048
1592352000-1593216000:3.6038,0.530333,2.021550
1592438400-1593302400:3.5777,0.483115,1.979361
1592524800-1593388800:3.5108,0.470511,1.947377
1592611200-1593475200:3.2946,0.472983,1.926368
1592697600-1593561600:3.2636,0.460689,1.909717
1592784000-1593648000:3.2193,0.429328,1.904160
1592870400-1593734400:3.4889,0.343603,1.887417
1592956800-1593820800:3.4660,0.314063,1.861663
1593043200-1593907200:3.3138,0.274100,1.810109
1593129600-1593993600:3.0818,0.239947,1.774809
1593216000-1594080000:2.8328,0.237182,1.712997
1593302400-1594166400:2.8470,0.202584,1.684029
1593388800-1594252800:2.6445,0.158504,1.657294
1593475200-1594339200:2.8190,0.119417,1.669904
1593561600-1594425600:2.7727,0.110333,1.646867
1593648000-1594512000:2.7868,0.113150,1.677329
1593734400-1594598400:2.7694,0.111261,1.665814
1593820800-1594684800:2.6418,0.091920,1.679550
1593907200-1594771200:2.5322,0.087120,1.670009
1593993600-1594857600:2.4991,0.086998,1.671609
1594080000-1594944000:2.6022,0.046000,1.650154
1594166400-1595030400:2.5249,0.049990,1.659231
1594252800-1595116800:2.5053,0.048460,1.671117
1594339200-1595203200:2.4129,0.037628,1.660645
1594425600-1595289600:2.4566,0.038873,1.643985
1594512000-1595376000:2.2715,0.037379,1.637343
1594598400-1595462400:2.3862,0.034533,1.655029
1594684800-1595548800:2.4577,0.035553,1.672171
1594771200-1595635200:2.4447,0.040912,1.658242
1594857600-1595721600:2.4762,0.038172,1.663628
1594944000-1595808000:2.5208,0.043056,1.706481
1595030400-1595894400:2.4329,0.036274,1.691392
1595116800-1595980800:2.4684,0.037007,1.700745
1595203200-1596067200:2.5148,0.026202,1.696123
1595289600-1596153600:2.5497,0.024918,1.684483
1595376000-1596240000:2.5258,0.023667,1.676394
1595462400-1596326400:2.4180,0.023946,1.660624
1595548800-1596412800:2.3605,0.023554,1.631361
1595635200-1596499200:2.4067,0.019649,1.627973
1595721600-1596585600:2.4919,0.019806,1.660798
1595808000-1596672000:2.3526,0.016847,1.612916
1595894400-1596758400:2.3915,0.018832,1.607176
1595980800-1596844800:2.4599,0.020000,1.556750
1596067200-1596931200:2.4614,0.020408,1.549745
1596153600-1597017600:2.4953,0.022680,1.541535
1596240000-1597104000:2.4249,0.022267,1.546980
1596326400-1597190400:2.3651,0.013780,1.543455
1596412800-1597276800:2.3993,0.051471,1.584513
1596499200-1597363200:2.3880,0.056180,1.576066
1596585600-1597449600:2.3863,0.207635,1.592267
1596672000-1597536000:2.4337,0.213084,1.599159
1596758400-1597622400:2.2879,0.203875,1.620900
1596844800-1597708800:2.3050,0.199308,1.604718
1596931200-1597795200:2.2993,0.197173,1.594744
1597017600-1597881600:2.3059,0.192469,1.638416
1597104000-1597968000:2.3778,0.197666,1.633274
1597190400-1598054400:2.2696,0.183225,1.608609
1597276800-1598140800:2.2631,0.181342,1.653234
1597363200-1598227200:2.1691,0.195863,1.638721
1597449600-1598313600:2.1259,0.030957,1.659639
1597536000-1598400000:2.2808,0.029090,1.559353
1597622400-1598486400:2.4695,0.029090,1.567762
1597708800-1598572800:2.7158,0.024313,1.561728
1597795200-1598659200:2.8885,0.022638,1.593134
1597881600-1598745600:3.0395,0.022505,1.599152
1597968000-1598832000:3.0546,0.031670,1.593410
1598054400-1598918400:2.9911,0.008942,1.720840
1598140800-1599004800:3.3189,0.004488,1.750648
1598227200-1599091200:3.4007,0.004098,1.797353
1598313600-1599177600:3.5389,0.003377,1.779595
1598400000-1599264000:3.6834,0.013806,1.791233
1598486400-1599350400:3.7938,0.013920,1.794230
1598572800-1599436800:3.7400,0.013153,1.784344
1598659200-1599523200:3.3802,0.010831,1.741922
1598745600-1599609600:3.5959,0.015273,1.725939
1598832000-1599696000:3.7007,0.014055,1.726766
1598918400-1599782400:4.0087,0.015826,1.693114
1599004800-1599868800:4.1014,0.016942,1.671283
1599091200-1599955200:4.0704,0.010160,1.649431
1599177600-1600041600:3.8437,0.010251,1.652672
1599264000-1600128000:3.6271,0.010156,1.646704
1599350400-1600214400:3.5993,0.009795,1.647253
1599436800-1600300800:3.5866,0.009387,1.622402
1599523200-1600387200:4.0951,0.012042,1.583371
1599609600-1600473600:3.7680,0.000000,1.574763
1599696000-1600560000:3.6422,0.000000,1.556166
1599782400-1600646400:3.3380,0.003117,1.542612
1599868800-1600732800:2.7770,0.003257,1.506856
1599955200-1600819200:2.7733,0.003883,1.507282
1600041600-1600905600:2.9760,0.003995,1.487992
1600128000-1600992000:3.2451,0.005260,1.472140
1600214400-1601078400:3.2181,0.005480,1.465291
1600300800-1601164800:3.1206,0.005670,1.423818
1600387200-1601251200:2.9754,0.006384,1.411497
1600473600-1601337600:2.8222,0.005984,1.413382
1600560000-1601424000:2.8233,0.005686,1.410888
1600646400-1601510400:2.9148,0.003838,1.415416
1600732800-1601596800:3.2151,0.003191,1.423313
1600819200-1601683200:3.1598,0.002595,1.411823
1600905600-1601769600:3.0363,0.002401,1.402072
1600992000-1601856000:2.7966,0.001255,1.427603
1601078400-1601942400:2.5608,0.000941,1.412369
1601164800-1602028800:2.7024,0.000763,1.481376
1601251200-1602115200:2.8188,0.000481,1.484896
1601337600-1602201600:2.9597,0.000497,1.471356
1601424000-1602288000:3.0162,0.001009,1.460136
1601510400-1602374400:2.9828,0.000513,1.469730
1601596800-1602460800:2.9169,0.000553,1.487817
1601683200-1602547200:2.5914,0.000511,1.490858
1601769600-1602633600:2.6529,0.000536,1.497230
1601856000-1602720000:2.7554,0.000611,1.473283
1601942400-1602806400:2.9158,0.000631,1.464398
1602028800-1602892800:2.7232,0.000820,1.393004
1602115200-1602979200:2.7073,0.000921,1.364641
1602201600-1603065600:2.5678,0.000922,1.386636
1602288000-1603152000:2.3634,0.000000,1.389202
1602374400-1603238400:2.3524,0.000000,1.382877
1602460800-1603324800:2.3982,0.000000,1.375868
1602547200-1603411200:2.7267,0.000000,1.342073
1602633600-1603497600:2.6035,0.000000,1.321972
1602720000-1603584000:2.2522,0.000000,1.303794
1602806400-1603670400:2.1048,0.000000,1.293856
1602892800-1603756800:1.8027,0.006000,1.294933
1602979200-1603843200:1.7801,0.006012,1.291241
1603065600-1603929600:1.7666,0.006067,1.284799
1603152000-1604016000:1.7307,0.005917,1.363446
1603238400-1604102400:1.6695,0.005820,1.398128
1603324800-1604188800:1.6476,0.004071,1.563527
1603411200-1604275200:1.5838,0.002933,1.666957
1603497600-1604361600:1.2163,0.002376,1.684532
