1585094400-1585699200:1.2889,0.000000,1.621434
1585180800-1585785600:1.3191,0.000000,1.571414
1585267200-1585872000:1.1785,0.000000,1.697243
1585353600-1585958400:1.2439,0.000000,1.692644
1585440000-1586044800:1.2624,0.000000,1.691940
1585526400-1586131200:1.2573,0.000000,1.691572
1585612800-1586217600:1.2001,0.000000,1.688860
1585699200-1586304000:1.1796,0.000000,1.722052
1585785600-1586390400:1.1817,0.000000,1.746572
1585872000-1586476800:1.1343,0.004766,1.702213
1585958400-1586563200:1.0210,0.019770,1.713944
1586044800-1586649600:0.9090,0.043462,1.736942
1586131200-1586736000:0.9279,0.096694,1.788006
1586217600-1586822400:1.0351,0.148576,1.824797
1586304000-1586908800:0.8883,0.246063,1.849895
1586390400-1586995200:0.8246,0.351554,1.851328
1586476800-1587081600:0.9384,0.844450,1.880583
1586563200-1587168000:0.9156,0.835501,1.852840
1586649600-1587254400:0.9685,0.825915,1.861470
1586736000-1587340800:0.9292,0.818895,1.818684
1586822400-1587427200:0.9454,0.806353,1.846321
1586908800-1587513600:1.0321,0.817965,1.864252
1586995200-1587600000:1.1882,0.716123,1.997626
1587081600-1587686400:1.3428,0.363894,1.987412
1587168000-1587772800:1.4003,0.503600,2.021262
1587254400-1587859200:1.4765,0.510952,2.011198
1587340800-1587945600:1.4573,0.507794,2.005972
1587427200-1588032000:1.4589,0.529644,2.016839
1587513600-1588118400:1.4797,0.527925,2.005600
1587600000-1588204800:1.5289,0.553796,2.000676
1587686400-1588291200:1.4416,0.595239,2.018672
1587772800-1588377600:1.4053,0.484459,1.974271
1587859200-1588464000:1.2833,0.480068,1.969127
1587945600-1588550400:1.2116,0.476535,1.982462
1588032000-1588636800:1.2064,0.532879,1.932292
1588118400-1588723200:1.2342,0.585902,1.966002
1588204800-1588809600:1.1743,0.559522,1.912198
1588291200-1588896000:1.1969,0.578334,1.894722
1588377600-1588982400:1.1844,0.594402,1.898515
1588464000-1589068800:1.2382,0.590208,1.917278
1588550400-1589155200:1.2335,0.623141,1.922619
1588636800-1589241600:1.3742,0.516971,1.851721
1588723200-1589328000:1.4679,0.502105,1.819776
1588809600-1589414400:1.4762,0.446118,1.865894
1588896000-1589500800:1.5251,0.456684,1.871469
1588982400-1589587200:1.5083,0.472279,1.868455
1589068800-1589673600:1.5305,0.482329,1.865528
1589155200-1589760000:1.5887,0.467361,1.863292
1589241600-1589846400:1.8073,0.494580,1.880246
1589328000-1589932800:1.9638,0.472745,1.900139
1589414400-1590019200:2.0302,0.521749,1.878072
1589500800-1590105600:1.8332,0.550882,1.887605
1589587200-1590192000:2.5089,0.867705,2.358665
