1588896000-1590105600:1.5929,0.489969,1.895992,0.678801
1588982400-1590192000:2.1372,0.779544,2.216318,0.728800
1589068800-1590278400:2.2973,0.840308,2.225083,0.732287
1589155200-1590364800:2.2764,0.887478,2.222149,0.732226
1589241600-1590451200:2.2879,0.975811,2.250182,0.736859
1589328000-1590537600:2.2897,0.998558,2.257333,0.741440
1589414400-1590624000:2.3133,1.002893,2.253333,0.742194
1589500800-1590710400:2.3475,1.024724,2.246200,0.745959
1589587200-1590796800:2.3761,1.023606,2.242777,0.747831
1589673600-1590883200:2.3704,1.018315,2.238920,0.747669
1589760000-1590969600:2.3702,1.016971,2.239699,0.748885
1589846400-1591056000:2.3729,1.031361,2.237553,0.747226
1589932800-1591142400:2.3474,1.024511,2.236894,0.742843
1590019200-1591228800:2.3685,1.022702,2.232887,0.745615
1590105600-1591315200:2.3701,1.024488,2.234051,0.745771
1590192000-1591401600:2.2351,1.064613,2.138572,0.734332
1590278400-1591488000:2.0678,1.061120,2.098197,0.725829
1590364800-1591574400:2.0534,1.040349,2.057321,0.719135
1590451200-1591660800:2.2820,0.985123,2.012691,0.749814
1590537600-1591747200:2.2405,1.013388,1.993680,0.733554
1590624000-1591833600:2.2237,0.922397,1.968857,0.718946
1590710400-1591920000:2.2079,0.896470,1.970755,0.686333
1590796800-1592006400:2.1956,0.937337,1.983030,0.663774
1590883200-1592092800:2.2413,0.967816,2.001004,0.645608
1590969600-1592179200:2.2757,0.973639,2.000563,0.635489
1591056000-1592265600:2.3950,0.902171,2.015769,0.629403
1591142400-1592352000:2.8247,0.961802,2.041255,0.645619
1591228800-1592438400:2.8954,0.761374,2.152382,0.629519
1591315200-1592524800:2.9291,0.790319,2.120035,0.628355
1591401600-1592611200:2.8456,0.762492,2.087546,0.630076
1591488000-1592697600:2.8854,0.771772,2.089970,0.619093
1591574400-1592784000:2.9711,0.697050,2.090470,0.627278
1591660800-1592870400:3.0586,0.748901,2.080065,0.620728
1591747200-1592956800:3.1567,0.638145,2.043819,0.605008
1591833600-1593043200:3.1948,0.616445,2.085421,0.593916
1591920000-1593129600:3.1678,0.607753,2.063375,0.596455
1592006400-1593216000:3.1951,0.551552,2.024585,0.587366
1592092800-1593302400:3.0513,0.554777,2.051167,0.586422
1592179200-1593388800:3.1598,0.543630,2.039998,0.585140
1592265600-1593475200:3.0519,0.562592,2.024078,0.592789
1592352000-1593561600:2.7856,0.567623,1.973605,0.595611
1592438400-1593648000:2.7658,0.528629,1.918439,0.572854
1592524800-1593734400:2.7022,0.519802,1.917140,0.582801
1592611200-1593820800:2.9050,0.465008,1.864520,0.598532
1592697600-1593907200:2.7282,0.431756,1.846984,0.584148
1592784000-1593993600:2.7139,0.415872,1.861390,0.577410
1592870400-1594080000:2.8828,0.286710,1.852174,0.597500
1592956800-1594166400:2.8258,0.227027,1.852866,0.599845
1593043200-1594252800:2.7611,0.216235,1.825452,0.590564
1593129600-1594339200:2.7453,0.193822,1.849198,0.602286
1593216000-1594425600:2.6420,0.168254,1.803362,0.623466
1593302400-1594512000:2.6592,0.129927,1.760195,0.632103
1593388800-1594598400:2.5176,0.114473,1.697800,0.642151
1593475200-1594684800:2.5597,0.078087,1.722176,0.667198
1593561600-1594771200:2.6159,0.075788,1.718066,0.652729
1593648000-1594857600:2.6605,0.073460,1.727118,0.647429
1593734400-1594944000:2.6704,0.068372,1.722893,0.661957
1593820800-1595030400:2.4895,0.066642,1.768520,0.655543
1593907200-1595116800:2.4386,0.063236,1.724184,0.645888
1593993600-1595203200:2.4775,0.128136,1.762199,0.607630
1594080000-1595289600:2.4439,0.127350,1.763165,0.622218
1594166400-1595376000:2.3927,0.128210,1.770417,0.632472
1594252800-1595462400:2.2486,0.125658,1.787590,0.624079
1594339200-1595548800:2.2912,0.122617,1.801141,0.605091
1594425600-1595635200:2.1508,0.099332,1.791930,0.639630
1594512000-1595721600:2.2215,0.097413,1.770767,0.637371
1594598400-1595808000:2.3050,0.095241,1.873196,0.602871
1594684800-1595894400:2.2776,0.083961,1.923814,0.584189
1594771200-1595980800:2.2184,0.066927,1.885387,0.598742
1594857600-1596067200:2.2343,0.057608,1.873175,0.608206
1594944000-1596153600:2.2170,0.053227,1.839695,0.615787
1595030400-1596240000:2.1920,0.048481,1.827477,0.609294
1595116800-1596326400:2.2064,0.052696,1.854407,0.634144
1595203200-1596412800:2.1676,0.007294,1.920284,0.677407
1595289600-1596499200:2.2597,0.012990,1.956808,0.678445
1595376000-1596585600:2.4388,0.012284,1.906134,0.658874
1595462400-1596672000:2.3810,0.013621,1.817033,0.641566
1595548800-1596758400:2.3373,0.013465,1.753478,0.612357
1595635200-1596844800:2.4223,0.019979,1.924996,0.582921
1595721600-1596931200:2.3971,0.020342,1.912578,0.593367
1595808000-1597017600:2.4498,0.025572,1.742743,0.660718
1595894400-1597104000:2.4744,0.019442,1.723801,0.674808
1595980800-1597190400:2.7843,0.017730,1.674382,0.630558
1596067200-1597276800:2.6336,0.031198,1.808818,0.639329
1596153600-1597363200:2.7063,0.031687,1.857434,0.631195
1596240000-1597449600:2.9083,0.069638,1.836788,0.670767
1596326400-1597536000:2.9567,0.071051,1.817940,0.688655
1596412800-1597622400:2.7499,0.062171,1.861237,0.691268
1596499200-1597708800:2.6952,0.057440,1.868779,0.684921
1596585600-1597795200:2.4514,0.059778,1.873979,0.696987
1596672000-1597881600:2.4625,0.055466,1.846076,0.723518
1596758400-1597968000:2.4482,0.057657,1.836284,0.742509
1596844800-1598054400:2.3200,0.047878,1.848239,0.744591
1596931200-1598140800:2.3547,0.053829,1.865577,0.745247
1597017600-1598227200:2.2352,0.113297,2.030636,0.735901
1597104000-1598313600:2.1920,0.123204,2.076044,0.723096
1597190400-1598400000:1.9971,0.127033,2.091985,0.724404
1597276800-1598486400:1.7978,0.126743,2.045852,0.723357
1597363200-1598572800:1.8742,0.125376,2.010397,0.706444
1597449600-1598659200:1.9356,0.110779,2.034905,0.670551
1597536000-1598745600:2.0881,0.100410,1.923203,0.681668
1597622400-1598832000:2.3194,0.113516,1.873382,0.676753
1597708800-1598918400:2.2635,0.067665,1.849316,0.689603
1597795200-1599004800:2.7247,0.060544,1.807168,0.692431
1597881600-1599091200:2.7751,0.070430,1.955527,0.713345
1597968000-1599177600:2.9429,0.059532,1.937886,0.702910
1598054400-1599264000:3.1111,0.055917,1.957052,0.732027
1598140800-1599350400:3.1627,0.049637,1.961206,0.747870
1598227200-1599436800:3.1604,0.023163,1.925561,0.751566
1598313600-1599523200:3.1631,0.014249,1.914006,0.760526
1598400000-1599609600:3.4035,0.013557,1.890001,0.764341
1598486400-1599696000:3.5282,0.013260,1.904619,0.769591
1598572800-1599782400:3.5722,0.012958,1.882877,0.777751
1598659200-1599868800:3.6150,0.012975,1.860735,0.785920
1598745600-1599955200:3.8128,0.002623,1.833825,0.790146
1598832000-1600041600:3.6846,0.002501,1.849602,0.784405
1598918400-1600128000:3.8019,0.003005,1.840477,0.785566
1599004800-1600214400:3.7688,0.003219,1.852037,0.791061
1599091200-1600300800:3.6740,0.002210,1.839382,0.786734
1599177600-1600387200:3.5853,0.002279,1.832159,0.787260
1599264000-1600473600:3.5080,0.002366,1.821142,0.783502
1599350400-1600560000:3.5379,0.002370,1.796059,0.779768
1599436800-1600646400:3.4292,0.001554,1.792163,0.774950
1599523200-1600732800:3.7060,0.001772,1.680331,0.793079
1599609600-1600819200:3.1002,0.000914,1.624309,0.804340
1599696000-1600905600:2.9284,0.001043,1.632631,0.812066
1599782400-1600992000:3.0330,0.001575,1.609913,0.813028
1599868800-1601078400:2.8540,0.001892,1.635162,0.834399
1599955200-1601164800:2.7619,0.002139,1.583289,0.839987
1600041600-1601251200:2.8044,0.002293,1.496646,0.809582
1600128000-1601337600:2.7918,0.001984,1.474286,0.820315
1600214400-1601424000:2.8055,0.002010,1.450531,0.829035
1600300800-1601510400:2.8090,0.002729,1.420258,0.822580
1600387200-1601596800:2.8645,0.002481,1.418389,0.821713
1600473600-1601683200:2.8738,0.002551,1.416175,0.822013
1600560000-1601769600:2.7420,0.002280,1.382897,0.833761
1600646400-1601856000:2.7123,0.001101,1.434537,0.831467
1600732800-1601942400:2.6726,0.001091,1.424188,0.839738
1600819200-1602028800:2.7251,0.000811,1.462113,0.834496
1600905600-1602115200:2.5857,0.000772,1.443299,0.814732
1600992000-1602201600:2.4885,0.000439,1.460083,0.804005
1601078400-1602288000:2.5583,0.001171,1.411364,0.793526
1601164800-1602374400:2.6268,0.001358,1.424687,0.777635
1601251200-1602460800:2.4735,0.001411,1.443819,0.797645
1601337600-1602547200:2.3811,0.001350,1.553763,0.756590
1601424000-1602633600:2.2639,0.001864,1.588416,0.761092
1601510400-1602720000:2.4989,0.001583,1.566257,0.802026
1601596800-1602806400:2.4465,0.001595,1.576652,0.800266
1601683200-1602892800:2.5098,0.001500,1.581792,0.806124
1601769600-1602979200:2.4872,0.001508,1.585346,0.803010
1601856000-1603065600:2.4500,0.001305,1.543486,0.803025
1601942400-1603152000:2.4272,0.001290,1.576641,0.798930
1602028800-1603238400:2.1533,0.001405,1.597836,0.776188
1602115200-1603324800:2.0795,0.001371,1.618104,0.793816
1602201600-1603411200:2.1556,0.001329,1.627596,0.808672
1602288000-1603497600:2.0829,0.000000,1.594388,0.818446
1602374400-1603584000:2.0013,0.000000,1.554563,0.829448
1602460800-1603670400:1.9684,0.000000,1.574717,0.826004
1602547200-1603756800:2.1040,0.001227,1.554989,0.820244
1602633600-1603843200:2.0472,0.001112,1.573981,0.822184
1602720000-1603929600:2.0380,0.001131,1.605063,0.807777
1602806400-1604016000:1.7703,0.001101,1.652896,0.809530
1602892800-1604102400:1.6738,0.001119,1.674792,0.789679
1602979200-1604188800:1.6768,0.000854,1.734297,0.767079
1603065600-1604275200:1.7483,0.000481,1.769004,0.767437
1603152000-1604361600:1.3596,0.000436,1.752483,0.760554
1603238400-1604448000:1.1193,0.000380,1.765783,0.793581
1603324800-1604534400:1.2866,0.007399,1.790063,0.806185
1603411200-1604620800:1.5991,0.009353,1.799313,0.813159
1603497600-1604707200:1.6866,0.008413,1.801100,0.819452
1603584000-1604793600:1.8023,0.006974,1.806606,0.831838
1603670400-1604880000:1.7425,0.006251,1.832609,0.847252
1603756800-1604966400:1.6937,0.005503,1.844461,0.841238
1603843200-1605052800:1.6934,0.005444,1.844897,0.844326
1603929600-1605139200:1.6963,0.005389,1.837137,0.843277
1604016000-1605225600:1.7007,0.005308,1.843521,0.843748
1604102400-1605312000:1.7032,0.005344,1.841487,0.848326
1604188800-1605398400:1.7287,0.005615,1.833421,0.862086
1604275200-1605484800:1.7747,0.006822,1.819403,0.868218
1604361600-1605571200:1.9426,0.008101,1.814788,0.870643
1604448000-1605657600:1.9484,0.008838,1.800833,0.878007
1604534400-1605744000:1.6448,0.001874,1.734975,0.900717
1604620800-1605830400:1.4472,0.000859,1.725559,0.904937
1604707200-1605916800:1.2550,0.000861,1.715455,0.907301
1604793600-1606003200:1.1231,0.000867,1.704398,0.905279
1604880000-1606089600:1.1367,0.000925,1.667672,0.900160
1604966400-1606176000:1.0866,0.000968,1.649903,0.906227
1605052800-1606262400:1.0759,0.000945,1.661060,0.904709
1605139200-1606348800:1.0828,0.001022,1.633819,0.917081
1605225600-1606435200:1.0307,0.000999,1.625371,0.920946
1605312000-1606521600:1.0182,0.001008,1.615807,0.922830
1605398400-1606608000:1.0131,0.000980,1.625364,0.916757
1605484800-1606694400:0.9840,0.000931,1.649593,0.913642
1605571200-1606780800:1.0061,0.000476,1.643409,0.910222
1605657600-1606867200:0.9945,0.000481,1.634519,0.905737
1605744000-1606953600:0.9202,0.000000,1.674598,0.895921
1605830400-1607040000:0.9524,0.000000,1.617809,0.889302
1605916800-1607126400:0.9605,0.000000,1.628200,0.885042
1606003200-1607212800:0.9734,0.000000,1.616059,0.888220
1606089600-1607299200:0.9692,0.000000,1.595108,0.887913
1606176000-1607385600:0.9833,0.000000,1.567806,0.877796
1606262400-1607472000:0.9445,0.000000,1.527539,0.883226
1606348800-1607558400:0.8944,0.000000,1.525729,0.876812
1606435200-1607644800:0.9771,0.000000,1.538768,0.870678
1606521600-1607731200:0.9688,0.000000,1.546156,0.867149
1606608000-1607817600:0.9865,0.000000,1.525873,0.864481
1606694400-1607904000:1.0716,0.000000,1.484894,0.865429
1606780800-1607990400:1.0215,0.000000,1.472705,0.854336
1606867200-1608076800:1.1197,0.000000,1.447450,0.855886
1606953600-1608163200:1.1517,0.000000,1.442411,0.849371
1607040000-1608249600:1.1913,0.000000,1.403339,0.836921
1607126400-1608336000:1.2304,0.000000,1.405837,0.836442
1607212800-1608422400:1.2226,0.000000,1.397098,0.843559
1607299200-1608508800:1.2656,0.000000,1.396532,0.846574
1607385600-1608595200:1.2845,0.000000,1.445342,0.838954
1607472000-1608681600:1.3470,0.000000,1.440753,0.825056
1607558400-1608768000:1.4369,0.000000,1.353527,0.825312
1607644800-1608854400:1.3824,0.000000,1.350222,0.823439
1607731200-1608940800:1.3974,0.000000,1.358214,0.815104
1607817600-1609027200:1.3702,0.000000,1.374149,0.809135
1607904000-1609113600:1.3557,0.000000,1.375539,0.801291
1607990400-1609200000:1.3794,0.000000,1.391784,0.813536
1608076800-1609286400:1.2681,0.000000,1.398147,0.809981
1608163200-1609372800:1.2052,0.000000,1.428417,0.802438
1608249600-1609459200:1.1380,0.000000,1.455710,0.799986
1608336000-1609545600:1.0775,0.000000,1.412033,0.795119
1608422400-1609632000:0.9630,0.000000,1.464937,0.766874
1608508800-1609718400:0.8544,0.000000,1.476783,0.743306
1608595200-1609804800:0.7962,0.000000,1.325737,0.774516
1608681600-1609891200:0.6998,0.000000,1.402010,0.786350
1608768000-1609977600:0.7131,0.000000,1.409412,0.782822
1608854400-1610064000:0.7474,0.000000,1.438264,0.786164
1608940800-1610150400:0.6780,0.000000,1.466375,0.807468
1609027200-1610236800:0.6750,0.000000,1.466289,0.816976
1609113600-1610323200:0.6711,0.000000,1.418262,0.826575
1609200000-1610409600:0.7372,0.000000,1.305025,0.851523
1609286400-1610496000:0.7438,0.000000,1.296948,0.853311
1609372800-1610582400:0.7339,0.000000,1.305836,0.860531
1609459200-1610668800:0.7696,0.000000,1.309413,0.855020
1609545600-1610755200:0.8081,0.000000,1.360878,0.858446
1609632000-1610841600:0.8389,0.000000,1.437870,0.864605
1609718400-1610928000:0.7837,0.000000,1.502718,0.885235
1609804800-1611014400:0.8098,0.000000,1.479032,0.868241
1609891200-1611100800:0.8379,0.000000,1.467471,0.857854
1609977600-1611187200:0.8702,0.000000,1.470199,0.854997
1610064000-1611273600:0.7750,0.000000,1.474620,0.849150
1610150400-1611360000:0.7748,0.000000,1.455897,0.847976
1610236800-1611446400:0.7391,0.000000,1.455401,0.848262
1610323200-1611532800:0.7489,0.000000,1.457089,0.847889
1610409600-1611619200:0.7340,0.000000,1.474117,0.856272
