1595030400-1596240000:2.0160,0.103631,1.779167
1595116800-1596326400:2.1234,0.123470,1.788235
1595203200-1596412800:2.0175,0.021747,1.782211
1595289600-1596499200:2.0554,0.027665,1.840961
1595376000-1596585600:2.5297,0.023046,1.807471
1595462400-1596672000:2.4469,0.022589,1.805544
1595548800-1596758400:2.7736,0.026635,1.756048
1595635200-1596844800:2.9282,0.040502,2.003287
1595721600-1596931200:2.9272,0.042217,1.993144
1595808000-1597017600:3.0699,0.058403,1.805190
1595894400-1597104000:3.1483,0.053846,1.772033
1595980800-1597190400:3.5072,0.055267,1.601763
1596067200-1597276800:3.3051,0.096011,1.845985
1596153600-1597363200:3.3435,0.089002,1.882813
1596240000-1597449600:3.4927,0.153901,1.846796
1596326400-1597536000:3.4769,0.141370,1.774304
1596412800-1597622400:3.3458,0.139290,1.780823
1596499200-1597708800:3.3842,0.133820,1.784077
1596585600-1597795200:2.8886,0.184420,1.709168
1596672000-1597881600:2.7896,0.173399,1.701463
1596758400-1597968000:2.6874,0.171792,1.692786
1596844800-1598054400:2.5046,0.115125,1.689817
1596931200-1598140800:2.5264,0.125812,1.745128
1597017600-1598227200:2.3410,0.238658,1.986873
1597104000-1598313600:2.0869,0.243292,2.180697
1597190400-1598400000:2.3024,0.233365,2.203063
1597276800-1598486400:2.0677,0.196754,2.119016
1597363200-1598572800:2.1858,0.192935,2.145676
1597449600-1598659200:2.1708,0.160813,2.141977
1597536000-1598745600:2.2697,0.160991,1.895053
1597622400-1598832000:2.2884,0.164557,1.899429
1597708800-1598918400:2.4179,0.099008,1.979041
1597795200-1599004800:3.0584,0.065456,1.917522
1597881600-1599091200:3.0098,0.071799,2.068243
1597968000-1599177600:3.2129,0.059404,2.050736
1598054400-1599264000:3.4181,0.056218,2.046592
1598140800-1599350400:3.4507,0.048785,2.058359
1598227200-1599436800:3.4107,0.023798,2.006395
1598313600-1599523200:3.2652,0.013829,1.940592
1598400000-1599609600:3.4933,0.013111,1.911288
1598486400-1599696000:3.6743,0.012823,1.926195
1598572800-1599782400:3.7288,0.012557,1.896766
1598659200-1599868800:3.8033,0.012833,1.899305
1598745600-1599955200:4.0121,0.003823,1.876312
1598832000-1600041600:3.8615,0.003678,1.887960
1598918400-1600128000:3.9196,0.004283,1.865532
1599004800-1600214400:3.9030,0.004670,1.881144
1599091200-1600300800:3.7952,0.003691,1.862779
1599177600-1600387200:3.6930,0.003824,1.852641
1599264000-1600473600:3.6082,0.003936,1.846231
1599350400-1600560000:3.6518,0.003924,1.823985
1599436800-1600646400:3.6099,0.003315,1.813862
1599523200-1600732800:4.0372,0.001938,1.724904
1599609600-1600819200:3.1265,0.000940,1.673268
1599696000-1600905600:2.9487,0.001077,1.670475
1599782400-1600992000:3.0320,0.001711,1.641056
1599868800-1601078400:2.8802,0.002303,1.645565
1599955200-1601164800:2.7299,0.002716,1.572354
1600041600-1601251200:2.8147,0.002984,1.470982
1600128000-1601337600:2.9201,0.003192,1.457942
1600214400-1601424000:3.0022,0.003447,1.430793
1600300800-1601510400:3.0287,0.004544,1.404664
1600387200-1601596800:3.0188,0.004137,1.409092
1600473600-1601683200:3.0691,0.004287,1.403854
1600560000-1601769600:2.9879,0.003892,1.378020
1600646400-1601856000:2.9393,0.002173,1.444013
1600732800-1601942400:2.9759,0.002156,1.443031
1600819200-1602028800:2.7063,0.001740,1.502605
1600905600-1602115200:2.7229,0.001621,1.475717
1600992000-1602201600:2.6345,0.000784,1.495553
1601078400-1602288000:2.7479,0.001859,1.446795
1601164800-1602374400:2.8253,0.002218,1.477898
1601251200-1602460800:2.8104,0.002279,1.494611
1601337600-1602547200:2.7699,0.002244,1.549190
1601424000-1602633600:2.5797,0.002339,1.584031
1601510400-1602720000:2.6497,0.002122,1.581639
1601596800-1602806400:2.6313,0.002180,1.593043
1601683200-1602892800:2.6448,0.002061,1.588491
1601769600-1602979200:2.5527,0.002112,1.584801
1601856000-1603065600:2.5438,0.001697,1.546291
1601942400-1603152000:2.4985,0.001640,1.583961
1602028800-1603238400:2.2289,0.001829,1.598099
1602115200-1603324800:2.1033,0.001993,1.565127
1602201600-1603411200:2.2324,0.001934,1.578089
1602288000-1603497600:2.2235,0.000000,1.562393
1602374400-1603584000:2.1089,0.000000,1.515324
1602460800-1603670400:2.0382,0.000000,1.541172
1602547200-1603756800:2.2947,0.001582,1.510710
1602633600-1603843200:2.1073,0.001412,1.539827
1602720000-1603929600:2.0365,0.001408,1.534499
1602806400-1604016000:1.7542,0.001312,1.589437
1602892800-1604102400:1.7032,0.001237,1.605577
1602979200-1604188800:1.6933,0.001090,1.695117
1603065600-1604275200:1.8248,0.000585,1.752118
1603152000-1604361600:1.3848,0.000504,1.739632
